distance,cargo_type,driver_exp,hour_of_day,is_weather_bad,risk_score
1882.16,1,44,13,1,86
1018.77,0,13,15,1,78
824.73,0,111,15,1,40
1623.65,0,54,3,0,61
1673.29,0,136,5,0,48
671.06,0,14,14,1,70
1390.3,0,36,21,0,61
1544.53,1,177,7,0,52
1312.75,0,126,0,1,68
311.67,0,116,12,0,22
1753.01,1,83,17,1,74
1082.8,1,71,17,0,62
572.12,0,95,12,0,34
856.2,0,110,21,0,26
84.77,2,148,13,0,38
264.45,0,184,10,0,14
1533.44,0,104,6,0,58
10.02,0,146,17,1,23
838.97,1,220,20,0,39
1049.8,0,57,21,0,41
118.72,2,94,3,0,65
1946.43,0,117,16,0,49
459.99,1,5,18,0,54
615.36,0,3,13,0,45
614.85,0,42,9,0,38
468.53,2,92,5,0,67
12.93,0,41,17,0,31
1461.4,0,2,3,0,74
1934.02,0,128,10,0,45
456.34,0,235,12,0,12
1329.46,0,182,7,0,33
1486.37,1,14,9,0,78
1698.37,0,46,22,0,71
851.03,0,84,10,0,33
612.83,0,173,2,1,47
657.34,1,57,14,1,60
1428.12,1,222,7,0,54
1635.39,0,198,19,1,55
371.41,0,208,17,0,19
748.17,2,210,20,0,49
1804.86,0,38,0,0,72
1615.32,2,130,23,0,80
1969.87,2,157,7,0,67
1510.95,1,34,2,0,84
792.46,0,184,0,1,52
1185.37,1,156,19,0,50
1325.42,1,177,15,0,56
166.13,0,189,8,0,9
1093.55,0,51,16,1,59
1421.55,0,117,15,0,41
342.97,0,13,22,0,49
1563.46,0,162,5,0,52
1171.71,0,155,22,0,46
1904.92,0,185,6,0,58
94.42,0,29,23,0,49
538.0,0,89,15,0,29
1207.09,1,134,7,0,37
600.15,2,166,9,0,41
1431.7,0,94,13,0,50
1520.42,0,68,10,0,52
214.01,0,162,1,0,17
1032.57,1,238,11,0,37
1022.69,1,126,19,1,64
744.87,2,51,19,0,62
1866.52,0,141,12,0,33
1656.74,2,62,14,0,82
1397.45,0,35,11,1,71
1431.51,1,90,12,0,56
928.82,0,151,7,0,31
1842.78,2,167,15,0,64
1392.24,0,156,2,0,46
1460.67,1,52,12,0,64
1724.76,1,108,11,1,69
555.4,0,149,18,0,21
1616.07,0,71,1,0,68
398.53,2,14,0,0,77
697.23,0,112,7,0,31
677.86,0,68,8,1,44
1957.27,0,115,7,0,52
1714.51,0,191,20,1,56
1405.33,0,3,16,0,56
1456.84,0,74,8,0,49
1128.52,0,145,5,0,42
1894.71,0,41,14,0,65
997.55,2,29,22,0,89
767.23,2,142,23,0,66
334.44,1,69,12,0,42
1574.55,0,182,20,0,40
1471.54,2,180,21,0,65
774.87,0,15,11,0,52
60.13,0,110,12,0,15
1679.6,2,103,6,1,100
32.72,1,200,22,0,46
1410.36,1,106,17,0,56
1940.81,1,122,13,0,69
880.95,0,161,10,0,26
477.6,0,26,13,0,34
1412.69,1,12,16,1,84
1636.09,0,227,23,0,47
1097.4,0,154,20,0,29
1934.4,1,72,1,0,86
112.82,1,196,18,0,27
1014.54,0,85,15,0,44
1439.72,1,30,21,1,85
1726.65,1,2,9,0,78
366.72,1,29,21,1,65
1602.01,0,148,7,0,30
1109.89,0,98,20,0,40
799.14,0,133,4,0,41
272.11,0,219,6,0,30
1731.94,0,159,12,1,54
322.97,0,169,15,0,16
626.48,0,228,4,1,45
587.19,2,189,15,0,45
1744.11,0,216,14,0,38
1348.68,1,159,8,1,63
1595.4,1,98,21,0,57
508.43,0,85,22,1,61
1253.5,2,215,11,0,57
1147.77,0,166,7,1,39
1667.33,0,63,12,0,57
1813.11,1,117,4,0,75
34.19,0,157,13,0,9
1351.3,1,190,15,0,51
113.15,0,113,10,0,22
1102.23,1,223,19,0,42
582.39,0,158,11,0,20
620.49,1,86,14,0,49
712.39,0,39,23,0,61
1246.37,1,160,11,0,47
674.76,1,190,8,0,38
1468.07,0,24,0,0,68
815.01,1,163,2,0,48
146.02,0,151,11,0,14
1569.68,2,94,19,0,68
578.66,0,185,12,1,31
871.21,1,166,22,0,57
1374.03,1,45,5,0,80
671.59,0,204,9,0,22
122.61,0,137,9,0,9
754.1,0,214,15,1,34
1889.45,1,209,0,1,94
1287.05,0,31,15,0,49
1346.24,0,96,3,0,56
1268.24,1,163,5,0,63
405.99,0,155,18,0,12
842.48,1,143,1,1,76
1504.37,0,15,17,0,58
211.73,0,17,9,0,34
562.93,1,135,3,0,56
559.88,0,233,0,0,38
869.72,0,207,14,0,33
1960.93,2,74,9,1,95
144.33,0,197,17,0,21
1042.21,2,0,15,1,95
366.94,2,189,12,0,48
1941.65,0,124,14,0,52
235.47,0,203,1,0,26
813.17,1,37,19,0,54
1478.39,0,219,3,1,58
1412.06,0,44,0,0,59
851.23,1,185,6,0,52
699.58,0,80,22,0,53
801.25,2,128,10,0,50
535.91,0,31,9,0,36
418.61,0,135,0,0,37
971.25,0,117,10,0,29
544.38,2,39,23,0,85
582.05,1,183,9,0,34
1316.94,1,190,13,0,51
1937.39,0,234,13,0,43
1211.24,0,237,6,0,46
163.19,0,215,22,0,32
160.41,0,73,10,0,26
1903.33,0,110,21,0,55
601.61,1,102,3,0,55
193.21,0,102,23,0,31
1202.1,2,73,1,0,76
1251.06,0,163,6,0,51
1300.52,2,216,18,0,61
542.13,0,113,13,0,24
40.07,0,122,18,1,31
1930.38,0,56,6,0,78
509.28,0,73,11,1,45
1355.29,0,82,2,0,53
1416.19,0,237,14,0,27
1223.91,0,172,4,0,42
632.69,1,78,7,0,48
549.48,1,207,13,0,30
1199.36,1,129,3,0,68
1733.53,0,92,6,1,74
1894.0,1,195,6,0,70
220.75,0,49,17,1,38
318.11,0,28,13,0,34
1890.03,0,222,7,0,43
1475.71,0,80,11,0,51
1767.16,0,9,9,0,64
413.24,0,154,13,0,20
1179.3,0,116,8,1,55
1405.27,1,232,5,0,66
1363.42,1,142,4,0,61
822.22,2,59,0,0,81
40.64,1,235,0,0,46
1170.02,0,158,19,0,29
513.67,2,148,16,0,46
906.01,2,59,10,0,68
1915.59,0,57,11,0,57
804.08,0,168,2,0,42
1681.21,2,173,5,0,77
385.2,0,44,10,0,36
1348.2,2,123,12,0,62
1954.24,0,25,10,0,65
212.77,0,101,7,1,40
26.56,0,50,9,1,34
872.83,0,163,1,0,42
194.32,1,51,23,1,77
1499.28,2,208,13,0,58
1829.95,0,50,15,0,58
873.7,0,130,16,0,24
524.84,1,13,10,1,68
874.46,1,176,1,0,56
1449.66,0,204,23,1,75
28.02,0,232,22,1,43
1183.01,1,218,4,0,57
1230.45,1,0,15,0,74
1279.0,0,184,15,0,34
491.62,0,144,1,0,27
1430.96,2,239,15,0,58
191.87,1,177,4,0,42
406.55,0,225,7,0,17
1756.17,0,13,19,0,63
1480.06,1,186,13,0,51
37.35,0,80,9,0,18
504.27,0,2,22,0,57
436.67,0,97,1,0,40
548.9,0,39,2,0,57
502.64,1,88,17,1,56
134.43,0,124,20,0,15
923.29,1,193,1,0,54
1468.14,0,161,20,1,57
1217.4,0,217,8,0,33
1349.01,0,94,1,0,54
171.49,2,8,6,0,78
1903.47,2,93,6,1,100
1678.6,0,83,13,1,66
1612.13,1,20,4,0,95
1647.74,1,220,7,0,46
1866.09,2,24,22,1,100
1093.07,0,101,21,0,37
408.56,1,121,17,0,35
1237.4,0,171,5,0,47
1488.33,0,24,13,0,56
1478.46,2,136,17,0,56
1047.68,0,102,16,0,38
146.23,0,189,8,0,7
748.51,0,235,12,0,23
1842.33,1,153,15,0,55
1173.05,1,56,20,0,70
1081.28,0,36,9,0,47
545.02,2,15,9,0,68
743.21,0,36,3,1,74
1791.74,0,75,11,0,55
1336.26,2,151,7,0,58
1576.9,0,25,14,0,54
914.15,0,19,20,0,47
1264.19,0,136,22,0,41
504.28,1,214,18,0,35
1413.87,0,102,14,0,54
860.93,2,28,7,1,86
890.67,1,30,7,0,61
1302.15,0,18,18,0,48
1873.2,1,147,8,0,55
137.37,0,214,23,0,30
1651.24,0,234,16,0,33
591.84,1,26,7,0,53
893.4,2,93,11,0,62
53.61,0,84,14,0,25
609.08,0,43,3,0,53
1010.24,0,162,5,0,43
121.79,0,112,15,1,33
987.28,0,198,4,0,37
1854.95,0,149,22,0,57
219.73,1,73,12,0,42
1531.24,0,86,14,1,62
825.25,0,142,16,1,33
1313.8,1,93,21,0,63
527.87,1,97,19,1,53
327.39,0,140,21,0,17
329.32,0,131,4,1,50
150.28,1,209,18,0,25
379.44,0,55,6,0,48
1331.8,0,150,2,0,45
1764.56,1,96,12,0,73
1630.11,0,97,13,0,46
1373.42,0,33,15,0,57
229.76,0,99,12,0,18
585.48,0,226,1,0,38
626.52,0,144,13,0,19
507.41,2,155,19,1,53
1034.86,0,13,6,1,76
1075.75,0,161,4,1,55
720.2,0,111,13,0,29
714.04,2,74,8,0,71
1658.83,0,184,9,0,49
1580.69,0,204,6,0,51
622.51,2,96,13,0,58
1828.44,0,120,13,0,41
1906.1,0,54,1,1,80
660.22,0,193,16,0,21
715.31,0,225,19,1,39
1016.21,0,116,3,0,51
1882.83,1,92,12,0,71
1753.88,0,36,17,0,58
214.11,0,195,2,0,29
791.53,0,203,18,1,42
1111.21,0,25,4,0,70
1011.23,0,188,0,0,39
395.79,2,219,8,0,42
1719.05,0,66,23,0,71
1357.11,1,83,7,0,60
1677.44,0,201,2,0,51
1718.94,0,179,1,0,55
1499.23,0,17,0,0,75
884.03,0,180,11,0,22
1224.99,0,190,21,1,41
329.13,0,180,12,0,23
1350.55,1,26,9,0,70
366.71,0,30,16,0,40
1390.96,0,218,10,0,35
466.9,0,105,4,0,44
243.93,0,128,8,0,18
338.92,0,5,12,1,57
13.96,0,10,19,0,29
1440.29,0,161,22,0,43
1467.48,1,230,10,0,48
1034.72,2,211,22,0,62
331.11,0,190,3,0,22
176.27,0,180,20,0,14
48.07,2,212,10,0,28
339.84,0,212,8,0,19
1782.8,0,17,6,1,99
490.66,0,20,15,0,34
715.0,0,18,22,1,75
219.64,0,3,22,1,75
452.5,0,76,4,1,58
1043.26,0,209,5,0,45
1219.43,0,115,18,1,61
498.25,1,156,0,0,42
124.89,0,24,15,0,29
788.16,0,183,17,0,26
476.06,0,76,23,0,54
446.91,1,190,12,1,44
1920.13,1,154,0,0,83
1236.44,1,187,9,0,47
1118.19,0,210,6,0,36
837.39,1,48,4,1,93
863.6,1,64,12,0,52
1086.4,0,165,21,0,30
1395.9,0,82,15,0,39
1407.27,0,179,23,0,46
351.67,1,0,19,0,50
1005.22,0,167,21,0,21
829.8,0,80,13,1,51
1742.35,2,20,10,0,89
1266.52,1,85,18,0,55
1069.68,2,14,22,0,85
239.64,2,49,1,1,80
1215.22,0,230,7,1,47
243.24,1,47,12,0,46
681.04,0,230,6,1,53
294.26,2,159,11,0,46
1387.23,0,48,7,0,53
420.44,2,195,15,0,43
789.8,1,107,17,0,55
1792.39,1,44,18,0,72
416.59,0,31,3,0,61
1020.53,0,131,11,1,51
844.35,1,192,15,0,38
46.07,0,96,20,0,23
1587.59,1,198,21,0,51
147.4,0,200,16,0,6
953.77,1,192,3,1,71
1125.75,0,79,19,0,35
1260.57,1,145,23,1,78
1380.38,1,53,23,0,83
514.01,0,126,21,0,22
29.86,0,174,23,0,26
1449.65,0,133,8,0,39
1075.96,0,65,4,0,61
1673.87,0,136,16,0,41
1644.56,1,195,16,0,52
1688.22,0,108,1,0,64
975.34,0,22,1,0,64
673.92,0,106,20,0,20
1585.2,0,236,22,0,51
908.08,0,170,6,0,38
375.05,2,50,3,0,73
1711.4,2,71,12,0,78
1766.29,0,102,19,1,56
937.96,0,152,10,1,35
160.64,1,79,2,0,50
781.77,0,162,1,0,38
1609.04,0,144,15,0,43
1804.53,0,17,2,0,72
414.91,0,154,23,1,44
143.28,2,142,14,1,53
1755.93,1,80,16,1,78
784.92,0,106,15,0,31
1088.1,0,68,19,1,60
1936.45,1,79,6,0,82
142.46,1,142,15,1,45
1300.15,1,41,4,0,80
157.47,1,237,1,0,38
757.18,0,33,0,0,57
1609.59,1,47,21,0,72
872.61,1,210,12,0,45
1994.39,0,135,15,1,68
1122.53,1,238,4,0,57
649.11,0,137,2,0,36
448.02,0,4,14,0,42
707.54,0,115,15,0,26
751.34,0,175,10,1,43
146.74,0,116,18,0,18
745.45,0,153,17,0,23
933.83,0,213,20,1,43
1448.25,0,107,8,1,58
1316.89,0,22,7,0,55
1420.44,0,61,21,0,50
26.64,1,12,18,0,47
443.16,0,136,21,0,16
1326.75,0,19,4,0,77
973.14,2,91,16,1,73
20.57,1,107,4,0,54
1610.94,2,184,13,0,64
1547.89,0,228,6,0,49
1101.35,0,151,8,0,31
142.26,1,107,16,1,52
1535.36,0,32,2,0,78
1171.59,0,147,7,0,25
1566.1,0,187,21,0,36
1505.98,1,175,12,0,56
1607.97,0,63,15,1,70
1040.84,2,29,20,0,75
289.25,2,107,9,0,53
1345.6,0,72,17,0,45
1244.74,1,108,2,0,59
1487.08,1,144,11,0,50
348.06,1,99,15,0,47
398.0,0,13,17,1,55
1781.91,1,18,16,0,74
1502.46,0,70,6,0,69
1817.37,2,58,18,1,100
1519.84,0,194,22,1,67
1198.34,0,96,22,1,72
1311.72,1,43,7,1,76
1779.36,1,159,16,0,54
1161.83,0,110,20,0,36
1268.46,0,10,6,0,74
321.39,0,105,0,0,35
953.1,2,1,7,1,91
1435.63,1,217,18,0,55
549.18,1,124,19,0,49
412.49,0,195,19,1,28
634.52,0,144,9,0,22
490.59,1,208,11,0,27
437.68,1,219,23,0,47
855.45,0,93,0,0,48
1816.6,2,167,23,0,86
1019.05,0,214,20,1,38
383.96,0,173,3,0,26
163.17,0,215,3,1,48
1395.35,0,92,8,0,41
771.77,0,3,14,0,48
1645.44,0,165,23,0,54
1322.43,0,62,14,0,44
1594.52,1,28,6,1,100
551.17,0,18,11,0,46
1387.79,0,90,2,1,76
535.48,0,28,19,1,54
1878.75,0,227,8,1,57
1276.38,1,162,13,0,48
655.78,0,115,12,1,43
546.33,1,69,23,0,68
389.94,1,122,11,0,36
1392.34,0,22,0,0,72
445.24,0,230,18,1,35
1194.65,0,45,15,0,51
536.62,0,171,11,0,25
1327.32,1,175,9,0,48
1631.73,0,179,1,0,51
1558.27,0,7,17,0,59
1524.09,0,182,12,1,54
383.57,0,65,23,0,45
185.89,0,204,5,1,52
1400.91,0,167,11,0,34
743.01,0,212,21,1,34
870.37,0,158,3,0,41
71.99,1,175,0,0,47
526.56,2,99,10,0,49
77.02,0,60,22,0,37
1759.58,0,111,7,1,61
494.36,2,51,1,0,72
1119.1,0,165,1,1,54
87.57,0,218,15,0,5
1337.03,0,35,0,0,68
652.82,1,111,3,0,60
1796.86,0,86,5,0,64
1777.36,2,182,20,0,65
657.33,1,84,19,0,48
1802.91,1,12,13,1,90
1992.35,1,164,19,0,63
1652.58,0,46,14,0,57
1691.29,0,89,6,0,66
505.53,2,231,6,0,61
1157.64,2,198,17,1,79
143.84,0,237,22,1,38
198.89,2,230,1,0,49
1997.8,0,21,19,1,88
660.01,0,166,14,0,24
1498.89,0,214,0,0,51
1615.26,0,57,20,0,51
1717.47,0,29,16,1,74
1995.28,0,145,19,0,44
490.58,0,105,12,0,20
90.3,0,145,11,0,16
828.27,0,237,23,0,31
268.86,2,73,21,1,64
54.63,0,166,14,0,9
727.25,0,93,23,0,55
1569.64,0,153,4,0,52
1136.7,0,70,6,0,59
632.43,1,6,7,0,56
1312.14,0,196,22,0,51
471.72,1,64,13,0,59
38.62,0,45,3,0,45
1531.06,0,17,20,0,57
1251.25,0,140,13,0,25
1526.98,0,152,9,0,39
87.49,0,231,21,0,7
1675.87,0,7,15,0,60
1242.86,0,73,10,0,48
1131.16,0,159,21,0,27
1252.98,2,144,13,1,72
1730.22,0,101,13,0,51
1178.0,0,78,1,1,69
1166.09,0,78,21,1,52
1981.45,0,120,12,0,51
1515.89,0,175,2,0,54
890.16,2,62,17,0,62
1417.72,2,39,21,0,75
784.57,0,83,3,1,60
465.46,0,14,20,0,43
1197.74,0,98,20,0,47
1857.08,1,133,18,0,64
1858.99,0,221,15,1,57
690.39,0,120,3,0,44
1060.08,0,62,18,0,39
431.16,1,135,22,0,51
1991.31,0,222,14,0,40
1962.42,0,127,0,0,62
1302.52,1,111,15,0,58
1610.78,0,110,14,0,48
1433.05,2,31,15,0,82
1190.38,0,44,21,0,50
116.16,1,121,19,0,28
914.98,1,179,0,0,56
1352.82,0,206,16,0,36
1358.29,1,81,4,0,74
752.51,0,12,4,0,60
1883.97,2,23,6,0,100
343.04,0,167,12,0,14
1005.72,1,13,11,0,62
1384.86,0,219,3,0,49
1397.3,2,202,3,0,73
1300.79,0,69,22,0,55
557.82,2,61,20,0,69
320.85,2,119,20,0,41
1275.52,0,88,5,1,72
1202.61,1,188,23,0,61
366.92,2,0,14,0,64
1413.23,0,216,20,1,49
915.79,0,193,18,0,22
1338.84,0,125,5,1,70
1676.36,0,31,11,0,59
347.76,0,140,13,0,20
48.1,0,160,17,0,16
1560.41,0,31,11,0,56
1223.3,0,55,23,0,65
1402.28,0,151,23,0,55
1677.93,2,90,14,0,73
1607.59,1,3,18,1,95
1922.23,0,215,7,0,41
1076.51,1,22,8,0,69
982.11,1,28,4,0,75
809.76,2,97,4,0,75
315.85,0,148,5,0,34
1149.49,0,29,22,0,60
561.25,2,89,2,0,67
1843.4,2,147,4,0,79
1170.55,1,143,0,1,80
1189.75,1,66,10,0,55
716.3,0,176,20,0,23
113.46,0,100,19,0,23
73.17,0,57,0,0,42
852.44,0,231,6,0,45
178.29,1,171,14,0,20
1217.63,0,24,16,1,69
1763.14,0,22,7,0,61
1767.0,2,235,1,0,74
1321.5,0,186,12,0,28
430.35,2,128,11,0,52
1727.36,2,96,4,0,91
1773.33,0,142,12,0,45
401.34,0,127,5,0,39
1477.48,0,80,14,0,42
580.17,0,225,22,0,36
1607.25,0,208,21,0,42
1994.5,0,179,20,0,43
69.75,2,185,21,0,41
1795.76,0,168,10,0,38
1249.03,1,171,3,0,62
1947.03,0,3,0,0,85
935.37,0,204,14,0,29
1696.3,2,195,11,0,63
134.16,0,134,8,1,34
677.21,0,45,10,0,41
143.36,1,8,4,1,74
1950.93,1,214,23,0,81
1635.78,1,160,6,0,64
1706.57,0,32,7,0,67
1876.55,0,83,0,0,68
179.36,2,131,0,1,69
777.34,2,64,2,0,79
151.36,0,105,7,0,17
429.48,1,33,10,0,44
466.44,0,218,0,0,32
943.52,0,84,13,0,39
544.44,0,87,0,0,51
210.95,0,206,5,0,23
343.31,0,226,20,1,33
303.08,0,191,5,0,29
1946.42,0,152,2,0,59
1520.99,1,54,9,0,71
1935.85,1,136,11,1,74
885.08,1,16,9,0,63
563.95,2,148,21,0,49
1598.6,0,187,1,1,72
659.25,0,140,23,0,33
605.77,1,130,21,0,36
472.69,0,195,12,0,17
268.06,0,3,15,1,57
520.36,0,234,12,1,33
717.09,2,219,3,1,77
1351.25,0,6,3,0,77
134.5,2,25,10,0,56
428.91,0,202,22,0,38
1619.96,1,23,13,1,83
302.37,1,234,2,1,58
691.86,1,9,18,0,55
1730.67,0,228,21,0,40
318.3,0,12,0,0,56
174.65,1,124,4,0,46
974.23,0,171,16,0,25
611.81,0,233,0,0,30
1131.18,0,38,18,0,55
1609.57,2,146,18,0,63
282.93,0,178,3,1,43
1165.59,1,18,18,1,88
1015.96,0,75,5,1,68
296.72,0,51,14,0,28
1251.76,1,213,3,0,59
554.54,0,174,23,0,31
980.79,0,228,0,1,52
173.72,1,119,23,0,45
924.57,1,157,16,0,50
619.86,0,45,10,0,33
1646.54,2,203,16,1,72
123.39,1,220,22,0,43
843.03,2,148,0,0,64
922.28,0,74,8,0,41
1452.76,0,123,13,1,52
1152.83,2,228,14,0,51
1337.75,2,47,23,0,97
1556.33,0,61,0,0,60
1725.78,0,57,1,0,72
634.61,0,17,17,0,46
1080.67,0,107,17,0,39
1681.82,0,186,5,0,53
1979.01,0,218,19,1,54
1780.14,2,228,7,0,72
749.22,0,47,0,0,53
398.38,1,62,14,0,52
983.89,0,11,9,0,51
1485.87,0,214,3,1,64
990.21,0,33,9,0,48
971.53,0,188,10,0,31
1678.08,1,101,4,0,77
729.19,2,86,8,0,55
1720.99,0,180,4,0,47
819.54,0,24,10,0,43
663.18,0,189,2,1,54
913.44,2,131,3,0,65
1527.27,1,221,9,0,54
260.74,0,221,6,0,29
400.87,1,140,0,1,66
1903.38,1,169,5,0,63
359.23,0,48,7,0,27
1139.78,0,77,16,0,40
1162.84,2,183,23,1,92
984.35,1,174,6,0,54
1293.04,0,135,0,0,49
467.36,0,54,8,0,42
1109.8,0,215,10,1,46
750.62,0,17,18,0,48
1326.72,1,34,1,1,94
291.03,0,216,22,0,34
1146.05,1,208,10,0,50
378.69,2,159,2,0,58
564.5,0,151,16,0,19
445.23,0,6,9,0,44
373.85,0,12,2,0,48
1653.16,1,125,21,0,62
578.56,0,218,2,0,31
1854.98,1,111,20,0,62
1940.15,2,68,6,0,100
1146.81,0,99,1,1,72
294.57,2,89,0,0,58
755.35,2,41,6,0,77
1597.49,0,108,19,0,47
741.11,0,158,10,0,16
183.16,2,201,22,0,58
1118.0,2,109,5,1,91
1691.79,0,25,22,1,96
1593.89,0,213,3,0,49
358.5,0,75,18,0,26
1348.8,2,31,20,0,82
448.8,0,90,18,0,26
444.23,0,224,13,0,12
1749.4,1,124,2,0,77
506.84,0,125,3,0,31
533.86,1,51,7,0,56
11.3,0,147,17,0,11
1742.63,2,102,3,0,84
1587.26,0,104,10,0,50
1258.38,1,167,15,0,51
1503.03,1,186,2,0,66
312.58,0,204,6,1,54
922.06,0,13,1,1,87
708.93,0,171,0,0,38
196.62,0,103,0,0,40
977.4,1,116,5,0,68
1842.27,1,213,18,0,52
89.72,0,209,6,0,27
590.01,1,47,23,0,64
423.01,1,92,4,0,53
483.91,1,170,20,0,33
1817.78,0,143,17,1,58
941.46,0,109,23,0,41
937.94,0,162,12,0,27
1523.55,0,52,0,0,66
317.44,0,161,9,0,21
979.66,0,2,8,0,56
865.67,0,67,16,0,35
1197.85,1,132,0,0,69
1999.12,0,137,0,1,79
1541.2,0,51,6,0,67
801.75,0,156,3,1,51
1656.83,0,95,22,0,58
349.71,0,30,20,0,31
70.62,0,65,11,0,18
416.85,0,203,15,0,17
687.42,0,90,13,0,23
1026.06,0,68,22,0,53
1234.11,0,164,9,0,34
1822.11,2,154,13,0,72
1024.61,0,86,6,0,49
1007.54,0,32,3,0,64
109.98,0,67,1,0,39
79.47,0,186,23,0,24
1106.81,0,191,17,0,29
881.98,0,212,15,0,22
1679.97,1,87,8,0,64
329.75,0,171,4,0,31
59.69,0,94,8,1,40
903.59,1,107,7,0,53
482.58,2,239,23,0,56
108.73,0,215,19,0,10
1451.95,0,176,15,0,38
232.07,0,52,19,0,29
1220.56,0,73,17,0,47
569.29,0,48,3,0,55
355.26,0,112,15,0,26
765.71,1,113,3,1,74
1604.88,0,193,5,0,48
790.27,0,94,2,0,47
1504.03,0,190,17,0,34
259.72,1,24,14,0,53
1547.82,0,131,7,0,46
481.5,1,178,17,0,39
1358.01,0,138,23,0,54
1135.91,0,144,22,0,42
1859.0,0,107,2,1,85
780.77,0,193,5,0,40
141.67,0,197,21,0,9
48.12,0,200,20,0,14
1655.45,0,68,23,1,81
1054.22,1,83,14,0,46
1552.74,0,156,11,1,48
476.51,0,84,4,0,44
696.72,0,200,6,0,36
69.91,1,219,21,0,21
1923.37,2,118,14,0,76
1339.06,0,71,6,0,63
1867.08,0,222,12,0,36
538.34,0,19,2,0,66
1226.81,2,26,22,0,87
1360.21,1,7,12,0,70
641.92,0,84,2,1,63
1697.74,0,60,1,1,82
1894.85,0,155,22,0,63
1770.86,0,214,3,1,70
1480.74,1,197,16,0,47
562.15,0,2,5,0,61
570.42,0,196,10,0,8
1927.09,1,200,5,0,75
30.47,1,6,21,0,54
1434.94,0,187,1,0,40
1415.43,1,3,16,0,72
1249.15,0,230,2,0,40
1980.32,2,132,11,1,87
630.64,1,138,13,1,62
686.54,0,124,1,0,42
167.09,1,14,21,0,49
891.17,2,191,21,0,39
529.49,0,225,4,0,29
693.34,0,12,9,0,44
1670.8,1,117,9,0,60
1871.61,0,239,20,0,44
379.61,0,6,8,0,43
751.29,2,103,20,1,67
1857.97,1,5,12,1,96
133.0,0,183,9,0,10
193.8,0,63,5,0,39
333.95,0,230,10,1,27
1194.47,0,177,3,0,48
309.44,0,29,13,0,25
1936.47,1,21,16,0,72
898.96,0,152,19,0,38
1008.02,0,155,1,1,54
500.85,0,117,9,0,30
947.21,2,83,2,0,77
1327.21,0,166,6,0,45
1504.84,0,194,6,0,53
1510.2,0,132,0,0,54
1160.0,0,192,7,0,29
1809.68,0,142,22,0,57
1636.64,0,89,0,0,65
1516.53,0,194,7,0,33
120.65,0,167,13,0,10
23.69,0,120,13,0,11
432.77,0,232,1,0,27
1330.41,0,238,7,0,40
828.28,0,105,18,0,28
810.79,0,225,9,0,28
1770.33,0,68,6,1,83
1792.17,1,94,12,0,67
1819.26,0,76,21,0,54
634.62,0,170,20,0,13
1385.2,0,0,14,0,59
550.55,2,149,10,0,47
389.31,2,61,13,0,52
377.42,0,206,10,0,25
690.79,0,153,1,0,40
865.62,0,17,1,0,65
1663.59,0,47,11,0,59
248.58,0,136,14,0,7
1472.5,1,0,16,0,78
1067.6,0,234,13,1,52
583.01,2,136,15,1,65
990.71,0,150,7,0,26
606.88,1,106,23,0,53
1196.2,1,172,16,0,41
873.35,0,129,4,0,38
337.17,0,141,11,0,15
242.0,0,37,5,0,43
1097.92,0,39,17,0,47
1805.8,0,190,4,0,57
694.48,0,81,5,0,41
1468.67,0,15,8,0,55
1320.74,2,126,14,0,59
1863.79,0,116,9,0,45
1643.75,2,92,16,0,73
1137.54,0,235,18,0,30
1317.49,1,202,11,0,46
1797.79,0,133,8,0,41
805.04,0,2,14,0,48
660.32,2,13,13,0,75
31.51,0,65,0,0,33
1654.84,1,223,16,0,58
1603.95,0,94,0,0,55
217.86,0,202,22,0,30
1157.95,0,85,20,0,45
933.32,1,194,21,0,36
246.23,0,113,12,0,21
1961.33,1,158,7,1,70
437.24,2,160,12,0,47
143.8,0,215,15,1,21
1193.75,0,128,1,0,45
1480.34,1,171,12,1,66
74.56,0,14,17,0,36
1320.85,0,36,2,1,82
1069.26,0,154,12,0,30
215.5,0,229,18,0,11
353.32,0,175,12,0,11
1140.27,0,26,18,1,71
599.75,1,235,3,0,52
1877.25,0,11,18,0,64
1639.29,0,66,17,0,46
1967.3,2,29,5,0,100
526.74,1,95,18,0,48
1939.75,1,214,3,0,73
868.16,0,193,3,1,52
701.56,1,134,23,1,68
110.2,0,33,6,0,45
115.0,0,31,6,0,49
1387.1,0,116,22,0,50
921.28,0,38,15,0,42
460.78,1,95,15,0,41
1231.8,0,170,4,0,47
513.19,1,170,14,0,37
1159.49,1,205,22,1,76
724.83,0,130,3,1,63
1648.87,0,173,23,0,49
1643.19,0,159,12,1,59
959.93,0,42,18,0,40
708.13,0,227,6,0,35
731.49,2,80,11,0,61
1613.37,0,239,8,0,42
663.08,0,2,16,0,44
426.03,2,73,1,0,71
178.53,0,116,15,0,17
938.72,1,62,6,0,61
969.44,0,110,17,0,33
1683.41,0,39,6,0,67
450.27,0,17,0,0,60
768.17,0,66,2,0,57
1618.73,0,102,20,0,42
1649.01,1,189,10,0,49
775.38,0,137,21,1,38
923.66,2,179,14,0,53
613.54,0,200,2,0,37
1865.78,0,45,23,0,88
246.1,0,54,12,0,29
1868.16,2,173,3,0,83
1370.89,0,74,22,0,69
1067.83,0,187,21,1,44
74.99,2,96,7,0,40
956.44,0,227,21,0,28
821.42,2,25,3,1,100
330.83,0,154,17,0,14
1316.26,1,165,6,1,81
1942.59,2,21,10,0,93
1128.76,1,25,3,0,78
